"RACEETH","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value","exp.estimate","exp.lower.CL","exp.upper.CL","model"
"NH White","Low Food Security - Marginally Food Secure",0.0228965180136985,0.188855979639583,58,-0.476648273092214,0.522441309119611,0.121237982813119,0.99935544845358,1.02316065537184,0.620860864366015,1.68613901565516,"BP3"
"NH White","Very Low Food Secure - Fully Food Secure",-0.442700838775611,0.184340260759229,58,-0.930301057890293,0.0448993803390713,-2.40154178448208,0.0880561326608377,0.642299329402397,0.394434944742511,1.04592261423511,"BP3"
"NH White","Very Low Food Secure - Marginally Food Secure",-0.078009373542801,0.212069930410574,58,-0.638957611925145,0.482938864839543,-0.367847404824306,0.98282721782446,0.924955756390533,0.527842353948225,1.6208308122313,"BP3"
"NH White","Very Low Food Secure - Low Food Security",-0.100905891556499,0.189974522774163,58,-0.603409352001733,0.401597568888734,-0.531154862678369,0.951148556696259,0.904018104619539,0.546943730027906,1.49420989511701,"BP3"
"NH Black","Marginally Food Secure - Fully Food Secure",-0.157365931457588,0.137164254812886,58,-0.520180437773277,0.205448574858102,-1.14728091274407,0.662042015301395,0.854391352933585,0.594413283683906,1.22807582536441,"BP3"
"NH Black","Low Food Security - Fully Food Secure",-0.0320882262474258,0.130110994653753,58,-0.376246085421026,0.312069632926174,-0.246621942540811,0.994671973944279,0.968421138147108,0.686433391006036,1.36624982569051,"BP3"
"NH Black","Low Food Security - Marginally Food Secure",0.125277705210162,0.159015206221169,58,-0.29533496549274,0.545890375913063,0.787834749815793,0.859681115553427,1.13346317799448,0.744282236840113,1.72614461595077,"BP3"
"NH Black","Very Low Food Secure - Fully Food Secure",0.0951229144062882,0.159675227070714,58,-0.32723558387401,0.517481412686587,0.595727440952141,0.932967185391586,1.09979402734854,0.720913887333355,1.67779664651156,"BP3"
"NH Black","Very Low Food Secure - Marginally Food Secure",0.252488845863876,0.170689860191376,58,-0.199004565760815,0.703982257488567,1.4792258050993,0.456444065873576,1.28722513819031,0.819546151472679,2.021787977909,"BP3"
"NH Black","Very Low Food Secure - Low Food Security",0.127211140653714,0.203043724915702,58,-0.409861793663489,0.664284074970917,0.626520916647529,0.92313235769121,1.1356567757833,0.663741977144596,1.94309891010788,"BP3"
"Mexican-American","Marginally Food Secure - Fully Food Secure",-0.00551526418113474,0.161427166464103,58,-0.432507834413886,0.421477306051617,-0.0341656506890443,0.999985498046762,0.99449991696619,0.648879769521863,1.5242116202429,"BP3"
"Mexican-American","Low Food Security - Fully Food Secure",-3.03363292717962e-05,0.12465948764394,58,-0.329768361216306,0.329707688557762,-0.000243353553308712,0.999999999994777,0.99996966413087,0.719090283340072,1.39056159198457,"BP3"
"Mexican-American","Low Food Security - Marginally Food Secure",0.00548492785186294,0.177521480264626,58,-0.464078868565088,0.475048724268814,0.0308972629322758,0.999989273603235,1.00549999760821,0.62871396674326,1.60809254871059,"BP3"
"Mexican-American","Very Low Food Secure - Fully Food Secure",0.0287411995421277,0.197867023098495,58,-0.494638790379939,0.552121189464194,0.145255126862755,0.998894288973956,1.02915821339,0.609791129943009,1.73693347800431,"BP3"
"Mexican-American","Very Low Food Secure - Marginally Food Secure",0.0342564637232624,0.225669978576109,58,-0.562665394519293,0.631178321965818,0.15179894082238,0.998738982139014,1.0348499741755,0.569688593567399,1.87982431304257,"BP3"
"Mexican-American","Very Low Food Secure - Low Food Security",0.0287715358713995,0.205335870229682,58,-0.514364374340144,0.571907446082943,0.140119385079755,0.999006901281937,1.029189434746,0.597880502054623,1.77164314432856,"BP3"
"Other Hispanic","Marginally Food Secure - Fully Food Secure",0.334123004516578,0.253535447297492,58,-0.336506076436411,1.00475208546957,1.3178551878173,0.555490491009182,1.39671493525412,0.714261543398116,2.73123007726397,"BP3"
"Other Hispanic","Low Food Security - Fully Food Secure",0.00515621115210035,0.188579433210148,58,-0.493657084299894,0.503969506604094,0.0273423833359092,0.999992565728914,1.00516952728592,0.610390059541144,1.65527888731302,"BP3"
"Other Hispanic","Low Food Security - Marginally Food Secure",-0.328966793364478,0.266589135654743,58,-1.03412431252752,0.376190725798565,-1.23398424529393,0.608069166148178,0.719666914067211,0.355537584455251,1.45672494230553,"BP3"
"Other Hispanic","Very Low Food Secure - Fully Food Secure",-0.107948255774996,0.261111502208907,58,-0.798616833361093,0.5827203218111,-0.413418232677588,0.975956288124416,0.897674044676458,0.449950890965364,1.790903644522,"BP3"
"Other Hispanic","Very Low Food Secure - Marginally Food Secure",-0.442071260291574,0.332628505915877,58,-1.32191016092224,0.437767640339096,-1.32902397849021,0.548509440521792,0.642703834561011,0.266625517591184,1.54924488357781,"BP3"
"Other Hispanic","Very Low Food Secure - Low Food Security",-0.113104466927097,0.321176587697266,58,-0.962651787141855,0.736442853287662,-0.352156636752448,0.984865949244597,0.893057360284577,0.381878880600787,2.08849320890361,"BP3"
"Other","Marginally Food Secure - Fully Food Secure",-0.389388831752096,0.200788559844509,58,-0.920496606975326,0.141718943471134,-1.93929789652179,0.223247895311053,0.677470796637033,0.39832118288186,1.15225275486326,"BP3"
"Other","Low Food Security - Fully Food Secure",-0.256593086427516,0.197275278973635,58,-0.778407848201627,0.265221675346596,-1.30068545720728,0.566239693747329,0.773682971823478,0.459136444586539,1.30371994631933,"BP3"
"Other","Low Food Security - Marginally Food Secure",0.13279574532458,0.240699619993185,58,-0.503881163811352,0.769472654460512,0.551707332684365,0.945720065369245,1.14201671225393,0.604181177178247,2.15862761094014,"BP3"
"Other","Very Low Food Secure - Fully Food Secure",-0.0637112862041437,0.278369030830579,58,-0.800027920826982,0.672605348418695,-0.228873470637327,0.995727373951597,0.93827585361245,0.449316418656097,1.95933542803828,"BP3"
"Other","Very Low Food Secure - Marginally Food Secure",0.325677545547952,0.338674022896463,58,-0.570152410928328,1.22150750202423,0.961625408298635,0.77160647856296,1.38496870753699,0.565439253010419,3.39229777671864,"BP3"
"Other","Very Low Food Secure - Low Food Security",0.192881800223372,0.290557612635513,58,-0.57567497084229,0.961438571289034,0.663833235941853,0.910214280061644,1.21273943951622,0.56232518757899,2.61545628871822,"BP3"
"NH White","Marginally Food Secure - Fully Food Secure",-0.238355331328419,0.140039374334129,58,-0.608774844291952,0.132064181635114,-1.70205938481067,0.331959021903672,0.787922667737963,0.5440169664464,1.14118155981533,"TRS"
"NH White","Low Food Security - Fully Food Secure",-0.25127274776087,0.112024943336292,58,-0.547591016445706,0.0450455209239662,-2.24300713999528,0.1238668890034,0.777810196635641,0.578341348408511,1.04607547714718,"TRS"
"NH White","Low Food Security - Marginally Food Secure",-0.0129174164324508,0.163773854998481,58,-0.446117235363041,0.420282402498139,-0.0788734956050865,0.999821932208034,0.987165655315701,0.640108724283929,1.52239142205883,"TRS"
"NH White","Very Low Food Secure - Fully Food Secure",-0.356208948026509,0.131928482914336,58,-0.705174263099589,-0.00724363295342895,-2.70001549443877,0.0437212504152238,0.70032627315363,0.494022476866475,0.992782538924467,"TRS"
"NH White","Very Low Food Secure - Marginally Food Secure",-0.11785361669809,0.168477311907312,58,-0.563494595307508,0.327787361911328,-0.699522181140492,0.896846574950754,0.888826152399179,0.569216403133971,1.38789382182086,"TRS"
"NH White","Very Low Food Secure - Low Food Security",-0.104936200265639,0.167144432053942,58,-0.547051565393335,0.337179164862057,-0.627817504754053,0.922701799265911,0.900381964884027,0.57865341942349,1.40099004944291,"TRS"
"NH Black","Marginally Food Secure - Fully Food Secure",0.0430034708285285,0.154822964169715,58,-0.366520259593765,0.452527201250822,0.277758994340068,0.992436927775507,1.04394151818633,0.693142093563066,1.57228063843452,"TRS"
"NH Black","Low Food Security - Fully Food Secure",-0.0559000894391933,0.125330757082988,58,-0.387413695657277,0.27561351677889,-0.44602051994451,0.970133357708909,0.945633609955128,0.678810215992974,1.3173386363502,"TRS"
"NH Black","Low Food Security - Marginally Food Secure",-0.0989035602677218,0.175022724370268,58,-0.561857873131895,0.364050752596451,-0.565089822613475,0.9420057554229,0.905830061819944,0.570148815085212,1.43914725276433,"TRS"
"NH Black","Very Low Food Secure - Fully Food Secure",-0.10458966267798,0.148122408846889,58,-0.496389688955863,0.287210363599902,-0.70610290159467,0.894275398123017,0.900694035147025,0.608724381678512,1.33270453651367,"TRS"
"NH Black","Very Low Food Secure - Marginally Food Secure",-0.147593133506509,0.170812092237665,58,-0.599409862307317,0.304223595294299,-0.864067242389083,0.823262034051602,0.862782080658913,0.549135606110726,1.35557212175389,"TRS"
"NH Black","Very Low Food Secure - Low Food Security",-0.048689573238787,0.165382059183761,58,-0.48614326872295,0.388764122245376,-0.294406621123799,0.991027397233668,0.952476758085793,0.614993691640745,1.47515655367662,"TRS"
"Mexican-American","Marginally Food Secure - Fully Food Secure",-0.0866706764578767,0.162385126098603,58,-0.516197155049885,0.342855802134131,-0.533735315174426,0.950485279488795,0.916979028695374,0.596785721756288,1.40896557744807,"TRS"
"Mexican-American","Low Food Security - Fully Food Secure",0.073338839952694,0.188450547965503,58,-0.425133539883413,0.571811219788801,0.3891675601077,0.9797920337169,1.07609509915958,0.653682486618008,1.77147267387624,"TRS"
"Mexican-American","Low Food Security - Marginally Food Secure",0.160009516410571,0.225546237618549,58,-0.43658503341997,0.756604066241111,0.70943110423852,0.892962563984002,1.17352203865621,0.646239543591264,2.1310270918408,"TRS"
"Mexican-American","Very Low Food Secure - Fully Food Secure",-0.0119573577477076,0.245060696233303,58,-0.660169792121043,0.636255076625628,-0.048793453750429,0.999957778440239,0.988113847363542,0.516763584657178,1.8893919856975,"TRS"
"Mexican-American","Very Low Food Secure - Marginally Food Secure",0.074713318710169,0.269043753970423,58,-0.636936935266414,0.786363572686752,0.277699510237961,0.99244168806268,1.07757518595532,0.528910031024122,2.19539848608709,"TRS"
"Mexican-American","Very Low Food Secure - Low Food Security",-0.0852961977004016,0.231482486091467,58,-0.6975927761827,0.527000380781897,-0.368477974902595,0.982741870522235,0.918240263463004,0.497782135705219,1.69384379423355,"TRS"
"Other Hispanic","Marginally Food Secure - Fully Food Secure",-0.161566226476021,0.268392240154207,58,-0.871493154911919,0.548360701959877,-0.601978009435711,0.931031648230057,0.850810183439316,0.418326456480329,1.73041402720385,"TRS"
"Other Hispanic","Low Food Security - Fully Food Secure",0.0609837081886959,0.298493419355677,58,-0.728564142523196,0.850531558900588,0.204305033994834,0.996948172272509,1.06288159777971,0.482601439727289,2.34089084263224,"TRS"
"Other Hispanic","Low Food Security - Marginally Food Secure",0.222549934664717,0.313603534278464,58,-0.606965828194279,1.05206569752371,0.709653783643598,0.892874428524966,1.24925819938252,0.545001992591557,2.86356026205219,"TRS"
"Other Hispanic","Very Low Food Secure - Fully Food Secure",-0.301513196715194,0.223817150488755,58,-0.893534121338286,0.290507727907898,-1.34714071757581,0.537210127899254,0.73969806470554,0.409207007023355,1.33710620184442,"TRS"
"Other Hispanic","Very Low Food Secure - Marginally Food Secure",-0.139946970239173,0.292265990169597,58,-0.913022587358969,0.633128646880623,-0.478834263808677,0.963474987299084,0.869404338480509,0.401309396288778,1.88349415876826,"TRS"
"Other Hispanic","Very Low Food Secure - Low Food Security",-0.36249690490389,0.291152018041113,58,-1.13262594349711,0.407632133689332,-1.24504342213662,0.601136979072409,0.695936467665563,0.322186102119668,1.50325406291712,"TRS"
"Other","Marginally Food Secure - Fully Food Secure",-0.151661992542037,0.248708607652055,58,-0.809523552937915,0.506199567853841,-0.609797923657768,0.9285665216179,0.85927867426114,0.445070068041449,1.65897437967277,"TRS"
"Other","Low Food Security - Fully Food Secure",-0.34555350897096,0.226050372598544,58,-0.943481551147104,0.252374533205185,-1.52865710858459,0.427303880966203,0.707828455618233,0.389270209263919,1.28707800047244,"TRS"
"Other","Low Food Security - Marginally Food Secure",-0.193891516428922,0.299769097249535,58,-0.986813675162313,0.599030642304469,-0.646802883312291,0.916245760076588,0.823747262466239,0.372762543313764,1.82035337131355,"TRS"
"Other","Very Low Food Secure - Fully Food Secure",-0.953471314342658,0.296255038299497,58,-1.73709840152215,-0.169844227163163,-3.21841383632016,0.0110506546375176,0.385400851218201,0.176030429936567,0.843796246894574,"TRS"
"Other","Very Low Food Secure - Marginally Food Secure",-0.801809321800621,0.378685652301139,58,-1.80347442890814,0.199855785306901,-2.11734803504783,0.159740248627131,0.448516718455269,0.164725565547049,1.22122662663693,"TRS"
"Other","Very Low Food Secure - Low Food Security",-0.607917805371699,0.404873875213991,58,-1.67885363596599,0.46301802522259,-1.50149921392283,0.443223556605821,0.544483410011516,0.186587750970953,1.58886198174885,"TRS"
"NH White","Marginally Food Secure - Fully Food Secure",-0.28371832355891,0.0723560330595752,58,-0.475107971315778,-0.0923286758020416,-3.92114259947484,0.00131443490508909,0.752978711201314,0.621817914341988,0.911805411914469,"BUP"
"NH White","Low Food Security - Fully Food Secure",-0.259300405640944,0.0798223776667477,58,-0.470439354236646,-0.0481614570452419,-3.24846757538974,0.0101472005866021,0.771591197876308,0.624727731202149,0.95297990933518,"BUP"
"NH White","Low Food Security - Marginally Food Secure",0.0244179179179662,0.0968166550539263,58,-0.231672759310186,0.280508595146118,0.252207824205098,0.994307899326265,1.02471847662904,0.793205650004592,1.32380292089304,"BUP"
"NH White","Very Low Food Secure - Fully Food Secure",-0.402174415168367,0.103143559367245,58,-0.675000448616509,-0.129348381720224,-3.89917138438491,0.00141036913974224,0.668864075475776,0.509156192191624,0.878667800417698,"BUP"
"NH White","Very Low Food Secure - Marginally Food Secure",-0.118456091609457,0.115262622095751,58,-0.423338375914282,0.186426192695369,-1.02770602868164,0.733976957793741,0.888290818220691,0.654857007778852,1.20493568574844,"BUP"
"NH White","Very Low Food Secure - Low Food Security",-0.142874009527423,0.122020299294776,58,-0.465631091607732,0.179883072552886,-1.17090361483435,0.647431533449275,0.866863278529779,0.627738819455687,1.19707738373578,"BUP"
"NH Black","Marginally Food Secure - Fully Food Secure",-0.0476768104347868,0.101974890990448,58,-0.317411587777229,0.222057966907655,-0.46753480167243,0.96585970335987,0.953441879755228,0.728031044771902,1.24864375578379,"BUP"
"NH Black","Low Food Security - Fully Food Secure",-0.0334913916215106,0.121915689792237,58,-0.355971770087809,0.288988986844788,-0.274709446163862,0.992678484185099,0.96706323604193,0.70049239479493,1.33507702503705,"BUP"
"NH Black","Low Food Security - Marginally Food Secure",0.0141854188132762,0.14069852445651,58,-0.357977618558755,0.386348456185307,0.100821375832274,0.999628657215161,1.01428650930479,0.699088721444574,1.47159736868858,"BUP"
"NH Black","Very Low Food Secure - Fully Food Secure",-0.23521601503155,0.108290565838647,58,-0.521656445426426,0.0512244153633248,-2.17208224197501,0.143245651932954,0.790400092885386,0.593536572303576,1.05255907720829,"BUP"
"NH Black","Very Low Food Secure - Marginally Food Secure",-0.187539204596764,0.138372782787217,58,-0.553550400027805,0.178471990834278,-1.35531858808645,0.532121422266505,0.828996617065217,0.574905039782382,1.19538940094474,"BUP"
"NH Black","Very Low Food Secure - Low Food Security",-0.20172462341004,0.141291327869925,58,-0.575455690864499,0.17200644404442,-1.42772119457855,0.487514620040279,0.817319967741091,0.562448507753962,1.18768548668728,"BUP"
"Mexican-American","Marginally Food Secure - Fully Food Secure",-0.00751103036878631,0.139703833013037,58,-0.377042999715897,0.362020938978325,-0.0537639534062418,0.999943527646099,0.992517106929043,0.685886580333825,1.43622901481371,"BUP"
"Mexican-American","Low Food Security - Fully Food Secure",0.223738739664659,0.12663971077637,58,-0.111237192716335,0.558714672045653,1.76673444919464,0.299651372049654,1.25074420688773,0.894726501149028,1.74842375748815,"BUP"
"Mexican-American","Low Food Security - Marginally Food Secure",0.231249770033445,0.139911092195142,58,-0.138830422594851,0.601329962661742,1.65283371321916,0.357801706376613,1.26017395383508,0.870375611982267,1.82454376255742,"BUP"
"Mexican-American","Very Low Food Secure - Fully Food Secure",-0.0141389650583648,0.132212848612579,58,-0.363856458609444,0.335578528492715,-0.106940930527833,0.99955707369802,0.985960520681036,0.694990947550446,1.39874936755354,"BUP"
"Mexican-American","Very Low Food Secure - Marginally Food Secure",-0.00662793468957845,0.180891149015788,58,-0.485104874739089,0.471849005359932,-0.0366404587822038,0.999982114128365,0.993393981622852,0.615632629067236,1.6029553277897,"BUP"
"Mexican-American","Very Low Food Secure - Low Food Security",-0.237877704723024,0.150894175967773,58,-0.63700935920796,0.161253949761913,-1.576453850504,0.399874805648401,0.788299090454664,0.528871726662045,1.17498331766323,"BUP"
"Other Hispanic","Marginally Food Secure - Fully Food Secure",0.0891904517625969,0.238783338463459,58,-0.54241768243545,0.720798585960644,0.373520415354465,0.982049766024799,1.09328885528929,0.581341053924868,2.05607450743405,"BUP"
"Other Hispanic","Low Food Security - Fully Food Secure",-0.288861675876179,0.154005515224068,58,-0.696223164130805,0.118499812378447,-1.87565799481858,0.249724122457402,0.74911581902568,0.498464371209836,1.12580666287637,"BUP"
"Other Hispanic","Low Food Security - Marginally Food Secure",-0.378052127638776,0.242078611114978,58,-1.01837661962164,0.262272364344084,-1.56169157571387,0.408261883646938,0.685194782148822,0.361180798330149,1.29988053532906,"BUP"
"Other Hispanic","Very Low Food Secure - Fully Food Secure",-0.38629861368484,0.162817632722951,58,-0.816969119761305,0.0443718923916258,-2.37258463487282,0.09387366584811,0.6795675672034,0.441768575103809,1.04537104814716,"BUP"
"Other Hispanic","Very Low Food Secure - Marginally Food Secure",-0.475489065447437,0.247780033978573,58,-1.13089444657575,0.179916315680879,-1.91899669159201,0.231475901775563,0.621580988332295,0.322744449612578,1.19711717899392,"BUP"
"Other Hispanic","Very Low Food Secure - Low Food Security",-0.0974369378086606,0.186468946234683,58,-0.59066776360678,0.395793887989459,-0.522537075347818,0.95332571866602,0.907159547220968,0.553957248709562,1.48556309359825,"BUP"
"Other","Marginally Food Secure - Fully Food Secure",0.078795104197317,0.199994724389788,58,-0.450212889133075,0.607803097527709,0.393985913567131,0.979062811825628,1.08198260566223,0.637492421965547,1.83639258855206,"BUP"
"Other","Low Food Security - Fully Food Secure",-0.165150584548499,0.150480039986336,58,-0.563186803915461,0.232885634818462,-1.09749163120568,0.692472571575987,0.847766034010122,0.569391630008346,1.26223711509549,"BUP"
"Other","Low Food Security - Marginally Food Secure",-0.243945688745816,0.240469477927891,58,-0.880013846863372,0.39212246937174,-1.01445593365062,0.741667499551679,0.783530187614469,0.414777168279038,1.48011896954308,"BUP"
"Other","Very Low Food Secure - Fully Food Secure",0.0543126096933254,0.283755003468459,58,-0.696250513610607,0.804875732997257,0.191406703069335,0.997485422403004,1.05581460845177,0.498450738655007,2.23641856851917,"BUP"
"Other","Very Low Food Secure - Marginally Food Secure",-0.0244824945039916,0.341661637919458,58,-0.928215020575449,0.879250031567466,-0.0716571361452145,0.999866415396552,0.975814770890469,0.395258609554604,2.40909228558239,"BUP"
"Other","Very Low Food Secure - Low Food Security",0.219463194241825,0.276012225613575,58,-0.510619431947431,0.94954582043108,0.795121280421396,0.856366135202469,1.24540800892615,0.600123727846532,2.58453554946596,"BUP"
"NH White","Marginally Food Secure - Fully Food Secure",-0.104413666126213,0.099002554805453,58,-0.366286288076681,0.157458955824255,-1.05465627964241,0.718135581467818,0.900852568141629,0.693304288043957,1.17053271344532,"EPB"
"NH White","Low Food Security - Fully Food Secure",-0.186234192356389,0.109833615115979,58,-0.47675615742325,0.104287772710473,-1.69560286402059,0.335288466081167,0.830079174019117,0.620793886819975,1.10991981359519,"EPB"
"NH White","Low Food Security - Marginally Food Secure",-0.0818205262301757,0.131927619685777,58,-0.430783557968986,0.267142505508634,-0.620192545162677,0.925214776208456,0.921437317686166,0.649999582780388,1.3062265775508,"EPB"
"NH White","Very Low Food Secure - Fully Food Secure",-0.427362199300718,0.103896301028294,58,-0.702179317047825,-0.152545081553611,-4.11335336360371,0.000703171403432901,0.652227273178176,0.495504265363754,0.85852018966002,"EPB"
"NH White","Very Low Food Secure - Marginally Food Secure",-0.322948533174505,0.132757051371528,58,-0.674105502743539,0.0282084363945286,-2.43262809649723,0.0821455751554041,0.724011115962801,0.509612063384118,1.02861006185129,"EPB"
"NH White","Very Low Food Secure - Low Food Security",-0.24112800694433,0.116374405499313,58,-0.548951080358124,0.0666950664694648,-2.07200205156582,0.174461468507512,0.785741039641063,0.577555301869414,1.06896946383813,"EPB"
"NH Black","Marginally Food Secure - Fully Food Secure",-0.00218507162201746,0.133183102792966,58,-0.35446899395542,0.350098850711385,-0.0164065228711046,0.99999839357343,0.997817313909144,0.701545869416748,1.41920783136335,"EPB"
"NH Black","Low Food Security - Fully Food Secure",0.131429291285568,0.114038022673495,58,-0.170213793160472,0.433072375731609,1.15250412278602,0.65881965731218,1.14045726460427,0.843484466108402,1.54198781915862,"EPB"
"NH Black","Low Food Security - Marginally Food Secure",0.133614362907586,0.140546996237117,58,-0.238147865695521,0.505376591510692,0.950673913245109,0.777654228621137,1.14295196997165,0.788086151570952,1.65760964465376,"EPB"
