"","Term","Estimate","Std..Error","t.value","Pr...t..","X2.5..","X97.5.."
"AGEGROUP47-63...108","AGEGROUP47-63",1.08507493507175,0.0605127095944485,1.34928760812461,0.181592772888346,0.961712485547997,1.22426154637066
"AGEGROUP64-85...109","AGEGROUP64-85",0.979542184711134,0.0673938546313654,-0.30670415041722,0.759979052980227,0.856344286617646,1.12046393795475
"EDUCATHigh school graduate/GED or equivalent equivalent...110","EDUCATHigh school graduate/GED or equivalent equivalent",1.0661933860233,0.0580375516668502,1.10436640122401,0.273215977500265,0.949654044067837,1.19703416575839
"EDUCATSome college or AA degree...111","EDUCATSome college or AA degree",1.14741247692325,0.0555680423209093,2.47461277141538,0.0157638336847932,1.02704158451365,1.28189102763798
"EDUCATCollege or above...112","EDUCATCollege or above",1.35714342888697,0.0672533574828162,4.54077063608698,2.27302997466208e-05,1.18678679021425,1.5519538149212
"RACEETHNH Black...113","RACEETHNH Black",1.1867896016397,0.0552414166358561,3.10006256440344,0.00278679769913086,1.06298003376524,1.32501976878258
"RACEETHMexican-American...114","RACEETHMexican-American",1.12789219311464,0.0522154961659669,2.30488234078952,0.024143077501776,1.01634214734711,1.25168556928347
"RACEETHOther Hispanic...115","RACEETHOther Hispanic",1.12616722157312,0.0737781124331578,1.61050512357178,0.111788197102359,0.972071636249667,1.30469048128876
"RACEETHOther...116","RACEETHOther",1.0154604690367,0.0750950783721322,0.204303318239551,0.838709320113337,0.87421386407489,1.17952826711051
"PIRCAT1-1.99...117","PIRCAT1-1.99",1.01069381638868,0.0624745961490278,0.170261875839058,0.865295336908496,0.892289532406324,1.14481001220707
"PIRCAT2-2.99...118","PIRCAT2-2.99",1.08780365374024,0.0803936069447853,1.04685770466117,0.298766572840113,0.926650018843097,1.27698350512955
"PIRCAT3-3.99...119","PIRCAT3-3.99",1.06317576009269,0.080835098305621,0.757844431827147,0.451087926156194,0.904873530051251,1.24917202162456
"PIRCAT4+...120","PIRCAT4+",1.28332627290551,0.0714678861053469,3.49045384687422,0.00083891966894472,1.11284205574223,1.47992818408637
"cycleyr2007-2008...121","cycleyr2007-2008",1.10554810674573,0.0978990546010186,1.02494591601104,0.30891767355934,0.909452715883093,1.3439254124853
"cycleyr2009-2010...122","cycleyr2009-2010",1.2557936788419,0.0738150488434285,3.08565515681793,0.0029081918200238,1.08388121124886,1.45497287659615
"cycleyr2011-2012...123","cycleyr2011-2012",1.18884254166577,0.0690097035601991,2.50660661910027,0.0145150559707647,1.03597671309108,1.36426482469598
"cycleyr2013-2014...124","cycleyr2013-2014",1.17756778813746,0.0736375324264414,2.21967126557559,0.0296825371969678,1.01672399339183,1.36385676414793
