"SEX","contrast","estimate","lower.CL","upper.CL","percent","percent_low","percent_high","SE","p.value","t.ratio","model"
"Female","FOODSEC4 - FOODSEC1",-0.0135530441784092,-0.185878983722834,0.158772895366016,-1.34616151882875,-16.9625922318675,17.2071733530695,0.0660662933228601,0.996928381326755,-0.205143099404362,"MOH"
"Female","FOODSEC4 - FOODSEC2",-0.0646084736162124,-0.282406626089416,0.153189678856991,-6.25655781550222,-24.6032960476447,16.5546037417164,0.0834994236184752,0.86615392252171,-0.773759516130565,"MOH"
"Female","FOODSEC4 - FOODSEC3",0.104186795176115,-0.116868480947717,0.325242071299947,10.9807742287513,-11.0297801741028,38.4365720632732,0.084748139203953,0.609608312130133,1.229369708347,"MOH"
"Male","FOODSEC2 - FOODSEC1",0.0492737789634107,-0.0902171146165221,0.188764672543344,5.05079183421904,-8.62672210083585,20.775670072545,0.0534779982368467,0.793476258546058,0.921384131567227,"SUM_DEHP"
"Male","FOODSEC3 - FOODSEC1",0.0480442505398793,-0.0441538016404588,0.140242302720217,4.92170827196052,-4.319321229769,15.055254709705,0.0353468756662272,0.527521412715573,1.35922198594158,"SUM_DEHP"
"Male","FOODSEC3 - FOODSEC2",-0.0012295284235314,-0.153706086031223,0.15124702918416,-0.122877286315193,-14.2475977734995,16.3283987685384,0.0584564401993165,0.999996635916764,-0.021033241492967,"SUM_DEHP"
"Male","FOODSEC4 - FOODSEC1",0.160891570287514,0.0174780888098002,0.304305051765227,17.4557604965579,1.7631724384211,35.5682546372353,0.0549818394073901,0.0213567008931493,2.9262675098114,"SUM_DEHP"
"Male","FOODSEC4 - FOODSEC2",0.111617791324103,-0.091185103526171,0.314420686174377,11.8085437013318,-8.71512762579364,36.9465730681677,0.0777505439594559,0.48003190222227,1.43558855848401,"SUM_DEHP"
"Male","FOODSEC4 - FOODSEC3",0.112847319747634,-0.0470489275528896,0.272743567048158,11.9461000311858,-4.59592824292568,31.3563360702474,0.0613009997410036,0.259900606320679,1.84087242009777,"SUM_DEHP"
"Female","FOODSEC2 - FOODSEC1",0.0415170439129245,-0.112009052818102,0.195043140643951,4.23909281202819,-10.5963836083046,21.5363416919222,0.0588588123538476,0.894775178112786,0.705366660532194,"SUM_DEHP"
"Female","FOODSEC3 - FOODSEC1",-0.091987770265453,-0.223180883583645,0.039205343052739,-8.78836955828413,-20.0029865258076,3.99840152182802,0.0502967964621743,0.265361346139564,-1.82889918912892,"SUM_DEHP"
"Female","FOODSEC3 - FOODSEC2",-0.133504814178377,-0.342479042973837,0.0754694146170821,-12.4976743550564,-28.9992001114156,7.8390244235093,0.0801165090584645,0.346350378510267,-1.66638331783719,"SUM_DEHP"
"Female","FOODSEC4 - FOODSEC1",-0.011251862453853,-0.163631035372788,0.141127310465082,-1.11887970057167,-15.0944764557282,15.1571245723701,0.0584191048716837,0.997452957510618,-0.192605868894558,"SUM_DEHP"
"Female","FOODSEC4 - FOODSEC2",-0.0527689063667774,-0.257451120674076,0.151913307940521,-5.14007976092209,-22.6980589942256,16.4059317358157,0.078471037176109,0.907287611749905,-0.67246347526095,"SUM_DEHP"
"Female","FOODSEC4 - FOODSEC3",0.0807359078116,-0.123707884893954,0.285179700517155,8.4084560494873,-11.6362072827734,33.0001008517427,0.0783796311375466,0.732213784488715,1.03006235982303,"SUM_DEHP"
