"","Term","Estimate","Std..Error","t.value","Pr...t..","X2.5..","X97.5.."
"RACEETHOther Hispanic...147","RACEETHOther Hispanic",1.90824915074845,0.0946569251897498,6.82661247826203,2.30426772614425e-09,1.58010454876831,2.30454043320782
"RACEETHOther...148","RACEETHOther",0.984202445041929,0.110352095231933,-0.144298721525013,0.88566773178606,0.789854484273786,1.22637077096184
"PIRCAT1-1.99...149","PIRCAT1-1.99",1.24153850937078,0.0787744076231581,2.74646741797029,0.00760450570545341,1.06111201854015,1.45264387106958
"PIRCAT2-2.99...150","PIRCAT2-2.99",1.16196006438317,0.0890760328579999,1.68517035415916,0.0962856339855033,0.972912103606989,1.3877422083822
"PIRCAT3-3.99...151","PIRCAT3-3.99",1.33878197532821,0.099375195365475,2.9359461975103,0.00446134104031549,1.09818563531562,1.63208943900326
"PIRCAT4+...152","PIRCAT4+",1.59268539848662,0.0827188577867111,5.62654676228514,3.30457758028855e-07,1.35056698367303,1.87820878876646
"cycleyr2007-2008...153","cycleyr2007-2008",0.950274209538076,0.101407190044807,-0.502969211502309,0.616521072328135,0.776346581261471,1.16316745009157
"cycleyr2009-2010...154","cycleyr2009-2010",0.902678160628358,0.103208590925265,-0.99206082983112,0.324490229579522,0.734818487437666,1.10888318082024
"cycleyr2011-2012...155","cycleyr2011-2012",0.780424064012394,0.101037976142399,-2.45370943371141,0.0165599048092656,0.638053362078905,0.954562354636259
"cycleyr2013-2014...156","cycleyr2013-2014",0.733927018323786,0.1006921385991,-3.07219302014578,0.00299871962626418,0.600452467699155,0.897071620489239
"cycleyr2015-2016...157","cycleyr2015-2016",0.532327415866809,0.108186590701968,-5.827862136134,1.46363501357336e-07,0.42905826108282,0.660452212173432
