SEQN,RIAGENDR,RIDAGEYR,RIDRETH1,DMDEDUC2,INDFMPIR
24224,1,0,3,NA,5
24225,1,12,3,NA,3.45
24226,1,26,3,4,5
24227,1,31,3,5,5
24228,2,49,1,1,0.82
24229,1,34,1,2,3.15
24230,2,82,3,4,3.22
24231,1,25,2,2,0.79
24232,2,1,3,NA,4.79
24233,2,13,3,NA,0.87
24234,2,20,3,3,3.14
24235,2,11,4,NA,0.66
24236,1,7,5,NA,4.64
24237,2,13,3,NA,3.01
24238,2,17,1,NA,3.71
24239,1,85,5,5,1.34
24240,1,19,1,NA,0.93
24241,1,29,3,3,0.8
24242,1,0,4,NA,1.97
24243,1,52,5,4,1.56
24244,1,31,5,1,2.78
24245,2,55,4,4,0.85
24246,1,4,4,NA,0.1
24247,2,79,1,1,0.07
24248,1,26,3,3,1.27
24249,1,18,4,NA,3.58
24250,2,61,2,1,1.36
24251,1,0,3,NA,1.6
24252,1,10,4,NA,0.9
24253,2,14,3,NA,5
24254,1,73,3,3,1.65
24255,1,1,1,NA,0.46
24256,2,14,4,NA,0.63
24257,1,22,3,4,4.3
24258,2,2,1,NA,3.84
24259,1,18,4,NA,0.24
24260,1,6,2,NA,2.4
24261,1,60,3,4,1.34
24262,2,63,3,5,4.13
24263,2,27,1,3,0.64
24264,1,54,4,3,2.56
24265,1,39,3,4,0.98
24266,1,13,4,NA,1.36
24267,1,36,1,1,1.44
24268,2,65,5,1,1.22
24269,1,15,3,NA,4.28
24270,2,25,1,2,0.78
24271,2,63,1,1,1.67
24272,2,67,1,1,0
24273,2,7,4,NA,0.8
24274,2,51,4,4,5
24275,1,19,1,NA,1.98
24276,2,1,1,NA,1.14
24277,1,62,3,2,4
24278,1,25,3,5,5
24279,2,46,3,4,3.02
24280,1,17,1,NA,0.91
24281,1,3,1,NA,2.65
24282,2,36,3,4,2
24283,2,34,3,4,4.21
24284,1,74,3,5,0.83
24285,1,0,4,NA,2
24286,2,7,4,NA,5
24287,1,9,4,NA,0.92
24288,2,58,3,4,4.29
24289,2,37,5,5,NA
24290,2,40,1,1,1.58
24291,2,49,5,3,1.92
24292,1,23,3,3,5
24293,2,18,3,NA,1.22
24294,1,26,1,2,2.15
24295,1,60,1,3,1.34
24296,2,10,1,NA,2.79
24297,2,1,4,NA,0.85
24298,2,5,3,NA,0.27
24299,1,47,4,4,0.64
24300,1,49,3,5,4.59
24301,1,40,3,5,5
24302,1,9,1,NA,2.27
24303,2,3,1,NA,3.14
24304,1,23,1,2,1.11
24305,2,34,3,3,2.96
24306,2,12,3,NA,0.89
24307,1,4,4,NA,2.42
24308,2,0,3,NA,0.13
24309,2,38,1,1,3.17
24310,2,4,3,NA,3.63
24311,2,26,3,4,1.9
24312,2,45,1,1,1.17
24313,1,66,3,3,4.56
24314,1,1,3,NA,2.88
24315,2,6,4,NA,NA
24316,2,85,3,2,1.22
24317,2,18,3,NA,0.82
24318,1,19,1,NA,2.23
24319,2,21,1,4,0.92
24320,1,30,1,1,0.11
24321,2,32,3,5,4.95
24322,2,28,3,3,3.63
24323,2,12,3,NA,0.87
24324,1,19,4,NA,5
24325,2,11,4,NA,0.58
24326,1,43,3,3,0.64
24327,2,19,3,NA,0.95
24328,2,17,4,NA,4.91
24329,1,43,3,5,5
24330,1,72,1,1,1.82
24331,2,10,1,NA,3.53
24332,1,26,1,2,2.23
24333,2,25,3,4,2.78
24334,2,79,4,5,NA
24335,1,14,3,NA,0.45
24336,2,50,5,3,1.17
24337,2,46,4,2,1.83
24338,2,0,4,NA,0.33
24339,2,14,1,NA,0.59
24340,1,54,3,4,4.59
24341,1,43,3,3,4.47
24342,1,0,1,NA,1.31
24343,2,54,1,3,3.9
24344,2,1,1,NA,1.79
24345,2,13,4,NA,0.38
24346,1,3,3,NA,0.66
24347,2,11,1,NA,2.06
24348,1,65,4,5,1.06
24349,1,0,1,NA,0.82
24350,2,39,3,4,3.48
24351,1,14,4,NA,5
24352,1,61,4,4,5
24353,1,64,1,4,5
24354,2,19,1,NA,0.4
24355,2,27,3,4,5
24356,1,7,4,NA,0.6
24357,2,26,5,4,1.17
24358,2,1,3,NA,2.09
24359,2,45,3,5,5
24360,1,3,1,NA,0.83
24361,2,13,1,NA,1.82
24362,2,52,4,4,1.38
24363,1,0,1,NA,0.77
24364,1,72,1,2,1.92
24365,1,77,3,1,NA
24366,1,15,4,NA,1.09
24367,2,11,4,NA,0
24368,1,18,3,NA,3.25
24369,1,17,3,NA,1.1
24370,1,79,3,1,5
24371,1,16,4,NA,0.58
24372,2,3,1,NA,1.44
24373,1,22,1,3,4.3
24374,1,19,1,NA,0.64
24375,2,1,3,NA,0.23
24376,1,14,3,NA,0
24377,2,30,4,3,1.86
24378,2,31,5,5,5
24379,2,16,3,NA,1.6
24380,2,77,3,5,2.48
24381,2,51,1,2,1.61
24382,2,9,4,NA,0.92
24383,1,19,4,NA,0.74
24384,2,31,5,4,5
24385,2,1,4,NA,0.35
24386,2,7,5,NA,2.16
24387,2,1,4,NA,0.3
24388,2,18,3,NA,5
24389,1,30,4,4,5
24390,2,32,1,5,NA
24391,1,15,3,NA,2.55
24392,2,25,3,5,1.5
24393,2,41,1,1,NA
24394,2,1,4,NA,1.91
24395,2,16,1,NA,0.66
24396,2,19,5,NA,0.54
24397,2,26,4,3,0.55
24398,1,84,3,3,1.12
24399,2,12,5,NA,0.41
24400,2,63,3,4,0.97
24401,2,9,1,NA,1.52
24402,2,65,3,3,1.28
24403,1,62,3,4,1.91
24404,2,51,3,3,2.88
24405,1,15,1,NA,1.98
24406,1,3,3,NA,0.36
24407,2,53,3,5,5
24408,2,17,3,NA,2.4
24409,2,60,5,4,5
24410,1,2,3,NA,0.71
24411,2,71,1,1,2.06
24412,1,66,3,4,2.8
24413,1,14,4,NA,1.82
24414,2,15,1,NA,1.13
24415,1,0,2,NA,0
24416,1,41,3,3,4.47
24417,2,19,3,NA,2.02
24418,2,47,3,3,0.75
24419,1,1,4,NA,3.7
24420,1,72,3,3,1.98
24421,1,4,2,NA,1.21
24422,2,22,4,3,0.37
24423,2,29,1,4,1.36
24424,2,58,3,2,3.48
24425,2,39,4,2,0.29
24426,2,8,4,NA,1.39
24427,1,56,1,1,1.85
24428,2,76,3,2,0.75
24429,2,4,1,NA,1.11
24430,2,39,2,1,0.85
24431,1,16,4,NA,0.79
24432,2,0,3,NA,3.6
24433,2,14,4,NA,0.16
24434,2,28,3,3,5
24435,1,0,3,NA,0.53
24436,2,13,1,NA,2.88
24437,1,14,4,NA,3.52
24438,1,54,3,3,5
24439,2,5,2,NA,0.54
24440,1,10,4,NA,0.9
24441,1,35,3,5,5
24442,1,12,4,NA,2.18
24443,2,19,1,NA,0.89
24444,1,35,1,3,1.6
24445,2,29,3,5,1.67
24446,2,12,1,NA,2.25
24447,1,41,3,5,5
24448,1,60,1,1,1.59
24449,2,14,4,NA,2.92
24450,1,44,1,1,2.09
24451,1,14,4,NA,0.47
24452,2,36,3,4,1.77
24453,2,0,1,NA,0.8
24454,1,40,1,1,0.38
24455,1,69,1,1,1.34
24456,1,20,3,3,0.32
24457,2,5,4,NA,2.27
24458,1,51,3,3,4.12
24459,2,16,4,NA,2
24460,2,46,3,3,5
24461,1,5,3,NA,0.56
24462,2,80,3,3,1.6
24463,2,59,4,1,1.39
24464,1,1,1,NA,0
24465,2,16,1,NA,4.78
24466,1,32,4,3,2.39
24467,1,18,4,NA,0.74
24468,2,6,4,NA,2.27
24469,2,70,5,3,1.85
24470,1,18,3,NA,3.8
24471,2,22,1,2,0.16
24472,2,15,1,NA,2.88
24473,2,4,1,NA,0.43
24474,1,44,1,5,1.12
24475,1,80,3,3,2.4
24476,1,85,3,5,3.51
24477,2,4,3,NA,5
24478,2,60,3,4,1.61
24479,2,26,3,4,0.21
24480,2,14,4,NA,1.56
24481,1,9,3,NA,NA
24482,2,33,1,3,1.03
24483,2,85,3,4,2.48
24484,1,15,1,NA,0.12
24485,2,7,1,NA,1.01
24486,1,52,3,5,5
24487,1,14,1,NA,0
24488,1,20,4,3,0.31
24489,2,41,1,1,NA
24490,1,7,5,NA,5
24491,2,5,4,NA,3.63
24492,1,44,3,5,5
24493,1,16,5,NA,5
24494,1,46,4,3,0.28
24495,2,18,3,NA,1.15
24496,1,36,1,1,NA
24497,2,18,1,NA,0.88
24498,1,61,1,1,1.61
24499,2,32,4,5,1.27
24500,1,66,4,3,2.16
24501,2,18,1,NA,NA
24502,1,40,3,3,2.17
24503,2,26,3,5,5
24504,1,72,1,1,1.39
24505,2,0,1,NA,0.92
24506,1,0,1,NA,0.13
24507,2,51,5,4,3.27
24508,2,53,5,4,4.91
24509,1,56,3,3,4
24510,2,7,4,NA,5
24511,2,49,5,5,5
24512,2,19,4,NA,1
24513,2,54,1,5,1.07
24514,2,51,4,2,1.93
24515,2,69,3,4,1.2
24516,2,3,1,NA,1.45
24517,1,45,3,3,0.86
24518,2,9,1,NA,0.52
24519,2,10,4,NA,1.16
24520,2,6,1,NA,1.62
24521,2,30,3,4,2.72
24522,2,13,3,NA,3.98
24523,1,23,1,2,0.64
24524,2,1,1,NA,0.4
24525,2,46,3,1,3.93
24526,2,64,4,4,0.91
24527,2,17,4,NA,NA
24528,2,84,3,3,NA
24529,2,50,4,3,1.11
24530,1,15,3,NA,5
24531,1,16,3,NA,5
24532,1,12,1,NA,NA
24533,1,5,3,NA,5
24534,2,9,1,NA,0.59
24535,2,3,3,NA,0.91
24536,2,14,4,NA,0.48
24537,1,13,4,NA,NA
24538,1,1,4,NA,0.5
24539,1,51,1,1,0.78
24540,2,60,4,3,0.51
24541,1,9,1,NA,1.64
24542,1,43,4,5,3.63
24543,1,10,3,NA,5
24544,1,17,1,NA,2.12
24545,2,56,3,3,0.09
24546,2,12,4,NA,2.56
24547,1,9,4,NA,2.32
24548,2,1,2,NA,0.08
24549,2,16,2,NA,0.84
24550,1,1,3,NA,3.19
24551,1,41,1,1,2.05
24552,1,10,5,NA,4.24
24553,2,17,3,NA,1.06
24554,2,13,4,NA,2.55
24555,1,6,1,NA,0.34
24556,1,16,4,NA,0
24557,2,4,4,NA,0.64
24558,1,3,4,NA,1.36
24559,2,19,3,NA,0.64
24560,1,58,3,3,0.91
24561,1,1,3,NA,2.12
24562,2,62,3,4,5
24563,2,6,1,NA,2.38
24564,1,13,4,NA,0.47
24565,2,70,3,5,2.8
24566,2,13,3,NA,2
24567,1,68,1,1,0.58
24568,2,33,1,3,1.49
24569,2,12,5,NA,3.26
24570,2,2,2,NA,0.79
24571,2,67,4,3,0.89
24572,2,31,3,3,2.55
24573,2,56,3,3,5
24574,2,52,3,5,5
24575,2,64,3,3,4
24576,1,37,3,5,5
24577,2,10,4,NA,0.79
24578,1,0,1,NA,1.3
24579,2,7,4,NA,0.48
24580,2,10,1,NA,0.77
24581,2,16,1,NA,1.85
24582,2,38,1,4,3.71
24583,2,63,3,3,2.34
24584,1,13,4,NA,0.18
24585,2,8,4,NA,4.35
24586,1,54,3,4,2.08
24587,1,3,4,NA,0.1
24588,1,78,3,5,2.06
24589,1,60,1,1,0.7
24590,2,3,4,NA,0.66
24591,2,82,3,1,3.47
24592,2,17,3,NA,5
24593,1,10,4,NA,0.24
24594,1,1,1,NA,0.45
24595,1,10,3,NA,4.99
24596,2,13,3,NA,NA
24597,1,9,1,NA,2.06
24598,1,0,1,NA,0.68
24599,1,84,3,5,2.97
24600,2,0,4,NA,NA
24601,2,23,4,2,0.07
24602,2,42,4,3,NA
24603,1,48,3,3,1.11
24604,2,55,3,4,5
24605,2,40,4,4,1.04
24606,2,8,4,NA,0.72
24607,2,17,3,NA,2.64
24608,1,80,1,1,1.07
24609,1,46,3,3,3.45
24610,1,33,3,4,0.11
24611,2,81,3,3,0.75
24612,2,14,1,NA,1.49
24613,2,7,1,NA,1.44
24614,1,27,3,5,2.39
24615,2,17,4,NA,3.28
24616,1,49,1,4,4.99
24617,2,61,3,3,2.69
24618,1,0,4,NA,4.91
24619,1,17,5,NA,0.85
24620,1,54,3,5,4.79
24621,2,7,4,NA,1.39
24622,1,66,1,2,4.54
24623,2,14,1,NA,0.98
24624,2,0,1,NA,4.13
24625,2,24,4,2,0.27
24626,1,35,3,4,4.18
24627,1,78,3,1,0
24628,1,14,4,NA,2.03
24629,1,19,1,NA,2.12
24630,2,23,2,4,2.72
24631,1,38,4,4,0.33
24632,1,40,3,5,5
24633,1,31,3,4,2.58
24634,2,13,3,NA,0
24635,1,12,3,NA,3.05
24636,2,22,4,4,0.56
24637,1,34,1,3,NA
24638,1,16,4,NA,1.36
24639,2,11,1,NA,0.65
24640,2,46,4,4,2.62
24641,1,24,4,5,1.11
24642,2,85,3,3,1.18
24643,2,65,1,1,2.23
24644,1,78,3,1,1.2
24645,1,34,1,4,0.72
24646,1,14,4,NA,NA
24647,2,61,3,4,4.21
24648,1,53,4,3,0.67
24649,2,33,4,3,1.38
24650,1,17,1,NA,0.35
24651,1,24,1,2,0.8
24652,2,18,4,NA,1.09
24653,1,54,2,3,1.36
24654,2,5,3,NA,1.88
24655,1,26,4,2,0.72
24656,1,57,4,4,1.61
24657,1,1,2,NA,1.15
24658,2,67,1,1,1.9
24659,1,31,3,4,3.47
24660,2,44,4,3,1.86
24661,1,16,3,NA,3.83
24662,2,63,3,2,3.16
24663,2,17,1,NA,4.91
24664,2,1,1,NA,1.39
24665,2,0,3,NA,0.09
24666,1,12,4,NA,2.24
24667,2,19,4,NA,1.24
24668,2,50,3,3,NA
24669,1,42,3,5,5
24670,2,0,3,NA,1.22
24671,2,72,4,4,1.54
24672,1,37,3,2,2.14
24673,1,63,1,3,3.05
24674,2,2,1,NA,2.99
24675,1,16,4,NA,2.81
24676,2,37,1,3,0.85
24677,1,7,1,NA,0.72
24678,2,85,3,4,2.15
24679,1,1,4,NA,0.6
24680,2,74,1,1,0.33
24681,1,16,4,NA,1.33
24682,1,9,4,NA,1.07
24683,2,1,1,NA,2.23
24684,2,13,3,NA,0.5
24685,2,19,3,NA,4.24
24686,1,13,4,NA,3.83
24687,1,61,3,4,5
24688,1,40,3,5,3.63
24689,1,2,1,NA,1.54
24690,2,13,4,NA,2.32
24691,2,13,1,NA,0.79
24692,2,7,3,NA,3.25
24693,1,43,4,4,5
24694,1,17,1,NA,1.03
24695,1,5,3,NA,0.96
24696,1,30,4,3,2.27
24697,2,12,4,NA,5
24698,1,13,1,NA,5
24699,1,15,5,NA,3.26
24700,2,7,4,NA,0.85
24701,2,33,3,5,5
24702,2,71,3,3,1.92
24703,1,60,4,4,2.48
24704,2,14,3,NA,5
24705,1,85,4,3,1.93
24706,2,18,4,NA,0.11
24707,1,82,3,5,4.13
24708,1,70,1,1,0.88
24709,1,17,4,NA,0.23
24710,1,66,3,3,1.92
24711,1,12,3,NA,2.12
24712,2,14,1,NA,5
24713,1,9,1,NA,1.74
24714,2,1,3,NA,0.4
24715,1,0,3,NA,1.7
24716,1,1,3,NA,1.97
24717,2,66,4,3,2.27
24718,1,0,1,NA,1.36
24719,2,31,4,4,0.82
24720,2,24,3,4,3.9
24721,2,58,3,3,5
24722,2,23,3,5,1.61
24723,1,78,1,1,0.66
24724,2,0,1,NA,0.87
24725,2,21,4,3,1.32
24726,1,22,4,2,0.29
24727,1,16,1,NA,2.39
24728,1,10,5,NA,1.76
24729,1,18,4,NA,2.17
24730,1,45,3,2,5
24731,2,56,4,4,5
24732,1,7,1,NA,0.74
24733,2,48,2,3,0.83
24734,1,1,3,NA,0
24735,1,17,4,NA,0.65
24736,2,30,3,4,5
24737,1,1,1,NA,0
24738,2,26,4,2,0.38
24739,1,71,3,5,2.56
24740,1,31,3,4,2.88
24741,1,9,3,NA,1.9
24742,2,83,3,2,1.77
24743,2,2,3,NA,0.42
24744,2,10,1,NA,3.71
24745,2,55,4,5,5
24746,1,47,3,3,3.63
24747,2,9,1,NA,1.44
24748,2,80,3,3,0.84
24749,1,19,1,NA,1.4
24750,1,0,3,NA,5
24751,2,76,3,4,1.5
24752,2,54,3,3,4.47
24753,1,46,4,3,1.83
24754,1,18,3,NA,1.34
24755,2,79,3,3,2.23
24756,2,38,3,4,2.23
24757,2,82,3,2,3.71
24758,2,16,4,NA,2.06
24759,2,68,3,4,1.64
24760,2,25,3,4,5
24761,2,19,5,NA,0.64
24762,1,32,1,3,1.54
24763,2,52,3,3,4.42
24764,1,19,1,NA,2.29
24765,2,18,1,NA,0.67
24766,2,11,4,NA,0.6
24767,2,30,3,4,5
24768,1,70,1,1,2.4
24769,1,15,3,NA,1.54
24770,2,1,3,NA,5
24771,1,77,1,1,0.83
24772,2,12,1,NA,0.96
24773,2,61,3,3,2.23
24774,1,17,4,NA,0.64
24775,1,15,1,NA,0.56
24776,2,73,3,4,2.58
24777,2,8,3,NA,0.75
24778,1,0,1,NA,0.65
24779,2,16,1,NA,1.74
24780,1,19,3,NA,4.91
24781,2,3,4,NA,1.69
24782,2,21,3,4,2.36
24783,2,21,1,1,1.44
24784,2,69,3,2,3.71
24785,1,78,3,3,2.4
24786,1,0,4,NA,0.19
24787,2,65,4,2,4.8
24788,2,53,2,4,5
24789,1,29,1,3,0.97
24790,2,35,2,5,5
24791,1,68,1,1,3.28
24792,1,17,4,NA,1.53
24793,2,16,1,NA,NA
24794,2,34,5,5,5
24795,2,80,3,3,1.56
24796,1,16,3,NA,3.18
24797,1,5,4,NA,NA
24798,2,3,4,NA,3.3
24799,1,3,1,NA,0.58
24800,1,25,4,2,2.62
24801,1,9,1,NA,0.99
24802,2,1,3,NA,5
24803,2,35,3,3,NA
24804,2,1,4,NA,4.86
24805,2,39,3,5,3.8
24806,2,71,3,2,1.91
24807,1,17,5,NA,0.74
24808,1,2,4,NA,NA
24809,1,37,3,4,3.65
24810,1,12,1,NA,2.27
24811,2,61,4,2,0.74
24812,2,77,4,1,0.84
24813,2,10,1,NA,1.82
24814,2,10,3,NA,5
24815,2,18,3,NA,1.49
24816,2,67,1,3,2.03
24817,1,21,2,4,2.72
24818,1,42,4,2,0.57
24819,2,1,1,NA,2.64
24820,1,43,5,4,1.54
24821,2,39,3,2,0.64
24822,1,7,4,NA,NA
24823,1,85,3,3,4.13
24824,1,47,3,3,3.25
24825,2,17,4,NA,1.57
24826,1,36,4,3,3.06
24827,1,13,3,NA,0.95
24828,1,6,1,NA,3.28
24829,2,12,4,NA,1.59
24830,1,14,4,NA,0.93
24831,2,22,3,4,3.18
24832,2,32,1,5,3.93
24833,1,13,3,NA,0.8
24834,1,7,1,NA,1.14
24835,1,43,3,3,4
24836,1,81,3,3,NA
24837,1,78,3,4,2
24838,1,14,1,NA,1.42
24839,1,61,4,2,5
24840,2,5,1,NA,0.45
24841,1,36,3,3,2.34
24842,1,6,4,NA,1.28
24843,2,0,4,NA,0.34
24844,2,62,3,4,3.87
24845,1,18,3,NA,5
24846,2,19,1,NA,0.4
24847,2,4,3,NA,3.26
24848,2,69,4,2,0.8
24849,1,37,4,3,1.82
24850,2,48,4,5,1.07
24851,1,18,4,NA,0
24852,2,0,1,NA,1.65
24853,2,0,3,NA,3.26
24854,2,85,4,1,2.19
24855,2,13,1,NA,0.05
24856,1,42,3,4,NA
24857,1,49,2,1,2.99
24858,1,14,3,NA,5
24859,1,15,4,NA,NA
24860,1,66,3,4,2.64
24861,2,4,4,NA,5
24862,2,79,3,3,0.85
24863,1,33,3,3,0.43
24864,1,10,4,NA,5
24865,1,1,4,NA,NA
24866,1,9,1,NA,1.9
24867,2,51,3,5,5
24868,2,26,1,1,0.82
24869,2,11,1,NA,2.64
24870,1,15,4,NA,2.55
24871,2,69,4,1,1.47
24872,1,58,4,3,5
24873,2,2,4,NA,0.92
24874,2,1,5,NA,4.46
24875,1,70,3,3,1.07
24876,1,58,1,2,0.99
24877,1,56,4,2,2.8
24878,2,41,2,4,1.45
24879,1,76,4,4,2.18
24880,2,60,4,4,3.47
24881,2,32,1,2,1.46
24882,2,0,2,NA,NA
24883,2,32,3,4,1.33
24884,2,16,3,NA,3.25
24885,2,0,1,NA,2.54
24886,1,68,1,1,1.57
24887,1,52,4,4,5
24888,2,51,3,3,1.31
24889,1,73,4,3,NA
24890,1,0,5,NA,0.54
24891,1,7,1,NA,1.03
24892,1,70,1,1,1.84
24893,2,65,3,3,0
24894,1,29,3,3,3.61
24895,2,8,4,NA,0.23
24896,1,2,1,NA,NA
24897,2,42,4,4,1.49
24898,1,4,1,NA,0
24899,2,60,3,5,4.13
24900,2,58,1,1,4.95
24901,2,14,4,NA,2.59
24902,2,68,3,4,4.32
24903,2,40,4,5,5
24904,1,14,4,NA,1.38
24905,1,70,1,3,2.62
24906,2,51,1,3,5
24907,2,35,1,4,0.39
24908,2,34,3,5,5
24909,1,15,1,NA,1.9
24910,1,32,3,5,5
24911,1,74,3,3,1.79
24912,2,34,3,5,5
24913,2,19,1,NA,1.11
24914,1,38,3,5,5
24915,1,16,4,NA,0.52
24916,2,24,4,4,1.6
24917,2,83,3,4,5
24918,2,19,3,NA,0.46
24919,1,0,1,NA,1.34
24920,2,6,4,NA,3.06
24921,2,24,3,5,4.96
24922,2,20,1,2,2.23
24923,1,0,3,NA,0.37
24924,2,22,4,4,1.57
24925,1,8,3,NA,2.48
24926,1,1,3,NA,0.56
24927,1,14,3,NA,4.13
24928,1,44,1,1,0.57
24929,1,16,1,NA,3.6
24930,1,29,4,5,2.15
24931,2,1,4,NA,0.83
24932,2,85,3,1,0.95
24933,1,6,4,NA,0.69
24934,2,24,5,5,5
24935,1,67,3,4,4.54
24936,2,4,5,NA,0.2
24937,1,79,4,4,4.47
24938,1,8,4,NA,0.92
24939,2,10,4,NA,0.76
24940,2,9,1,NA,2.32
24941,1,0,4,NA,0.39
24942,2,8,3,NA,5
24943,2,1,4,NA,0.95
24944,1,84,3,5,2.97
24945,1,0,3,NA,1.03
24946,2,8,1,NA,0.83
24947,2,11,3,NA,4.54
24948,2,10,1,NA,2.25
24949,1,76,4,3,3.05
24950,1,7,5,NA,1.63
24951,1,19,3,NA,4.11
24952,1,18,1,NA,NA
24953,1,47,1,5,2.32
24954,2,16,1,NA,1.62
24955,2,42,3,5,5
24956,1,75,1,1,3.86
24957,2,5,4,NA,4.64
24958,2,12,5,NA,1.15
24959,1,59,1,3,2.81
24960,2,15,4,NA,0.42
24961,1,30,3,2,1.24
24962,2,28,3,4,5
24963,1,19,4,NA,NA
24964,2,69,1,3,4.45
24965,2,10,4,NA,1.92
24966,2,47,3,3,0.67
24967,2,45,4,2,0.22
24968,1,56,4,5,2.65
24969,2,19,3,NA,0.64
24970,2,60,4,2,2.56
24971,2,81,3,1,2.64
24972,1,32,1,2,1.07
24973,2,0,1,NA,0.33
24974,2,2,1,NA,1.17
24975,1,85,1,2,0.91
24976,2,19,4,NA,0.39
24977,2,40,3,4,5
24978,1,33,3,2,1.08
24979,1,32,1,2,1.59
24980,1,11,1,NA,0.65
24981,2,1,3,NA,3.48
24982,2,29,1,3,1.91
24983,1,30,4,3,3.28
24984,1,30,1,2,1.11
24985,1,39,3,2,3.6
24986,1,35,3,3,2.77
24987,2,30,2,5,5
24988,1,16,4,NA,0.89
24989,2,61,5,5,5
24990,1,25,1,4,1.7
24991,2,54,3,5,5
24992,2,32,4,4,1.39
24993,1,1,4,NA,0.43
24994,1,14,1,NA,0.77
24995,2,28,3,4,2.69
24996,2,70,1,2,3.44
24997,1,35,3,5,5
24998,1,68,4,3,5
24999,1,42,3,5,5
25000,2,25,3,2,2.78
25001,1,45,3,4,5
25002,2,0,1,NA,1.36
25003,1,30,3,3,5
25004,1,51,1,1,4.13
25005,2,9,3,NA,5
25006,2,67,1,1,4.24
25007,2,63,3,3,2.8
25008,2,0,1,NA,0.83
25009,2,24,1,4,2.23
25010,2,2,4,NA,4.08
25011,1,46,2,4,3.4
25012,1,12,3,NA,1.34
25013,2,42,3,3,1.11
25014,1,33,4,2,1.86
25015,1,11,1,NA,0.21
25016,2,13,1,NA,0.71
25017,1,17,4,NA,2.04
25018,1,22,1,3,1.91
25019,2,34,1,3,1.86
25020,2,85,3,4,0.36
25021,2,8,4,NA,2.32
25022,2,34,4,2,0.18
25023,1,46,3,5,5
25024,1,5,3,NA,1.9
25025,2,11,3,NA,1.27
25026,2,20,3,4,5
25027,2,14,4,NA,1.43
25028,2,28,1,3,0.72
25029,2,40,2,4,1.41
25030,2,1,4,NA,0.27
25031,1,7,4,NA,0.98
25032,2,60,3,4,5
25033,2,32,4,4,5
25034,1,29,4,4,5
25035,1,15,3,NA,4.24
25036,2,5,1,NA,2.79
25037,2,10,4,NA,3.4
25038,1,84,3,9,1.93
25039,2,77,3,4,4
25040,2,0,1,NA,5
25041,2,24,3,5,3.34
25042,2,49,4,2,1.29
25043,2,85,4,2,1.44
25044,2,18,3,NA,NA
25045,2,40,3,4,3.96
25046,2,5,1,NA,0
25047,2,2,3,NA,2.72
25048,2,11,1,NA,1.54
25049,1,11,3,NA,3.42
25050,1,65,4,1,0.98
25051,2,1,4,NA,0.76
25052,2,58,4,2,1.84
25053,1,0,3,NA,0.96
25054,2,64,1,1,0.43
25055,2,25,4,5,1.29
25056,1,15,1,NA,1.98
25057,1,12,4,NA,0.46
25058,2,10,4,NA,0.08
25059,1,7,2,NA,0.35
25060,1,29,3,4,2.34
25061,2,32,4,4,3.6
25062,1,27,5,4,1.17
25063,2,35,3,5,0.54
25064,1,66,3,4,4.13
25065,1,19,1,NA,1.07
25066,2,11,4,NA,0.75
25067,1,59,1,1,2.4
25068,2,69,1,1,1.19
25069,2,5,2,NA,0.38
25070,1,16,1,NA,1.19
25071,1,79,3,3,2.79
25072,1,19,1,NA,0.27
25073,1,10,4,NA,0.32
25074,2,62,4,2,0.96
25075,1,10,1,NA,3.71
25076,2,51,3,5,3.98
25077,1,18,4,NA,1.04
25078,1,14,1,NA,2.09
25079,1,19,1,NA,2.15
25080,1,14,1,NA,0.88
25081,1,65,3,4,1.34
25082,2,0,1,NA,2.87
25083,1,1,1,NA,0.13
25084,1,53,1,5,5
25085,2,21,1,4,1.33
25086,1,82,3,4,1.13
25087,1,3,1,NA,0.7
25088,1,79,4,2,2.28
25089,1,11,4,NA,4.64
25090,2,22,3,3,0.27
25091,1,14,4,NA,1.39
25092,1,14,4,NA,0.08
25093,1,1,3,NA,5
25094,1,9,4,NA,2.44
25095,1,80,1,1,4
25096,2,65,3,4,3.28
25097,1,17,3,NA,1.17
25098,2,0,4,NA,2.03
25099,1,64,1,1,0.83
25100,2,63,1,2,NA
25101,2,16,1,NA,2.09
25102,2,84,2,3,5
25103,1,12,4,NA,0.66
25104,2,48,1,3,5
25105,1,36,4,3,0.77
25106,2,47,4,2,2.32
25107,2,48,1,5,3.98
25108,1,16,1,NA,1.41
25109,1,25,4,3,3.18
25110,1,22,4,5,5
25111,1,4,4,NA,1.69
25112,2,17,4,NA,NA
25113,2,2,3,NA,3.28
25114,2,28,1,1,2.4
25115,1,15,1,NA,1.97
25116,2,18,4,NA,2.15
25117,1,8,4,NA,0.8
25118,2,0,1,NA,0.1
25119,1,40,3,3,0.64
25120,2,1,3,NA,0.35
25121,2,13,3,NA,0.92
25122,2,22,3,5,4.59
25123,2,65,3,2,1.6
25124,2,2,1,NA,0.7
25125,2,16,1,NA,5
25126,1,2,1,NA,0.08
25127,2,5,4,NA,2.27
25128,2,5,5,NA,1.96
25129,1,0,1,NA,1.45
25130,1,38,3,3,1.54
25131,1,73,4,3,1.44
25132,2,19,1,NA,1.33
25133,1,13,4,NA,5
25134,2,3,1,NA,4.46
25135,1,68,1,1,0.68
25136,2,4,5,NA,1.75
25137,2,16,3,NA,2.27
25138,2,23,3,2,1.4
25139,1,10,4,NA,4.89
25140,2,1,3,NA,5
25141,1,64,3,4,3.32
25142,1,40,3,3,1.18
25143,2,65,5,1,0.4
